Target,Function Target,Number of Alpha Carbons in Target,Distance,Reference
target_8DHH_ca,,184,1.75221581210185,ref_Pocillopora_damicornis_CRCL_1_all_Ca
target_6PKH_ca,,160,1.752347490998918,ref_Amphimedon_queenslandica_CRCL_7_filtered_Ca
target_8AK2_ca,,138,1.7524513922742673,ref_Xenopus_tropicalis_CRCL_6_filtered_Ca
target_6THV_ca,,204,1.752548848904974,ref_Homo_sapiens_CRCL_10_filtered_Ca
target_8AK3_ca,,145,1.7526492056130654,ref_Danio_rerio_CRCL_8_filtered_Ca
target_6ZUW_ca,,136,1.7526569200589437,ref_Nematostella_vectensis_CRCL_5_filtered_Ca
target_7KP1_ca,,172,1.7526954930750958,ref_Haliclona_tubifera_CRCL_4_filtered_Ca
target_8DHU_ca,,146,1.752770812202257,ref_Strongylocentrotus_purpuratus_CRCL_4_filtered_Ca
target_6PGW_ca,,160,1.752932339955552,ref_Gallus_gallus_CRCL_1_filtered_Ca
target_6JVR_ca,,122,1.7531258390512638,ref_Strongylocentrotus_purpuratus_CRCL_9_filtered_Ca
target_8UQB_ca,,175,1.753130916291508,ref_Trichoplax__adhaerens_CRCL_1_filtered_Ca
target_7MQY_ca,,155,1.7531861216007527,ref_Amphimedon_queenslandica_CRCL_6_filtered_Ca
target_6PKH_ca,,156,1.7532718159442433,ref_Hydra_vulgaris_CRCL_2_filtered_Ca
target_6KD6_ca,,138,1.7534160845669993,ref_Halisarca_caerulea_CRCL_1_filtered_Ca
target_7R5F_ca,,136,1.7534245250608138,ref_Danio_rerio_CRCL_3_filtered_Ca
target_7YB7_ca,,158,1.7534575815036355,ref_Homo_sapiens_CRCL_4_filtered_Ca
target_6VFQ_ca,,164,1.7535010816431575,ref_Hydra_vulgaris_CRCL_3_filtered_Ca
target_7F2X_ca,,146,1.7538139778309323,ref_Danio_rerio_CRCL_7_filtered_Ca
target_6S7Y_ca,,136,1.7538163490172438,ref_Trichoplax_adhaerens_CRCL_2_filtered_Ca
target_6KD6_ca,,134,1.7538476012160908,ref_Trichoplax_adhaerens_CRCL_3_filtered_Ca
target_8DHU_ca,,145,1.7540543340125647,ref_Danio_rerio_CRCL_8_filtered_Ca
target_6KD6_ca,,144,1.7540908812965226,ref_Strongylocentrotus_purpuratus_CRCL_1_filtered_Ca
target_8AK2_ca,,144,1.754104302491606,ref_Amphimedon_queenslandica_CRCL_3_filtered_Ca
target_7WCW_ca,,140,1.7542440159780863,ref_Gallus_gallus_CRCL_5_filtered_Ca
target_6XG7_ca,,147,1.7545647370809925,ref_Acropora_millepora_CRCL_2_filtered_Ca
target_7CUY_ca,,148,1.7545920767503982,ref_Danio_rerio_CRCL_1_filtered_Ca
target_7ZC9_ca,,179,1.7548245022497946,ref_Xenopus_tropicalis_CRCL_1_filtered_Ca
target_7CUY_ca,,155,1.7550515892658085,ref_Oscarella_lobularis_CRCL_1_filtered_Ca
target_7SH4_ca,,165,1.7551193258985145,ref_Danio_rerio_CRCL_9_filtered_Ca
target_5SGM_ca,,151,1.7556514388829971,ref_Strongylocentrotus_purpuratus_CRCL_6_filtered_Ca
target_7MRS_ca,,149,1.7557438275435822,ref_Stylophora_pistillata_CRCL_6_filtered_Ca
target_6S7X_ca,,149,1.7558625037111324,ref_Stylophora_pistillata_CRCL_6_filtered_Ca
target_8K71_ca,,149,1.7559263020037503,ref_Gallus_gallus_CRCL_3_filtered_Ca
target_7KP1_ca,,176,1.756003768692786,ref_Danio_rerio_CRCL_10_filtered_Ca
target_8AK3_ca,,148,1.7560624071418025,ref_Nematostella_vectensis_CRCL_3_filtered_Ca
target_7AZW_ca,,125,1.7561144273376426,ref_Xenopus_tropicalis_CRCL_3_filtered_Ca
target_7D87_ca,,100,1.7561873066486122,ref_Porites_astreoides_CRCL_2_filtered_Ca
target_8AK2_ca,,141,1.7564029023191972,ref_Homo_sapiens_CRCL_3_filtered_Ca
target_6X5Q_ca,,147,1.7564308384443694,ref_Suberites_domuncula_CRCL_1_filtered_Ca
target_6KCP_ca,,136,1.7564471293077455,ref_Nematostella_vectensis_CRCL_5_filtered_Ca
target_6VRO_ca,,160,1.7565246099475278,ref_Gallus_gallus_CRCL_1_filtered_Ca
target_6ZUW_ca,,149,1.7566050188484532,ref_Stylophora_pistillata_CRCL_6_filtered_Ca
target_8OG5_ca,,143,1.7567185382601935,ref_Hydra_vulgaris_CRCL_1_filtered_Ca
target_8BOK_ca,,162,1.7568428446940791,ref_Stylophora_pistillata_CRCL_3_filtered_Ca
target_8DHU_ca,,148,1.7568661956452476,ref_Nematostella_vectensis_CRCL_2_filtered_Ca
target_8OG5_ca,,138,1.7569354712182916,ref_Xenopus_tropicalis_CRCL_6_filtered_Ca
target_8DHU_ca,,147,1.7571052020545987,ref_Suberites_domuncula_CRCL_1_filtered_Ca
target_7PRX_ca,,136,1.7572144600432025,ref_Trichoplax_adhaerens_CRCL_2_filtered_Ca
target_8BOK_ca,,133,1.7572356836038094,ref_Strongylocentrotus_purpuratus_CRCL_2_filtered_Ca
target_6XG7_ca,,146,1.7574388193397796,ref_Danio_rerio_CRCL_7_filtered_Ca
target_7MQY_ca,,158,1.757535230245101,ref_Homo_sapiens_CRCL_4_filtered_Ca
target_6XG7_ca,,138,1.7575453056823618,ref_Halisarca_caerulea_CRCL_1_filtered_Ca
target_6VFQ_ca,,156,1.7576062447197685,ref_Hydra_vulgaris_CRCL_2_filtered_Ca
target_6XG7_ca,,139,1.7577019220696295,ref_Xenopus_tropicalis_CRCL_5_filtered_Ca
target_7SH4_ca,,170,1.7577657898232892,ref_Hormiphora_californensis_CRCL_1_filtered_Ca
target_7MRS_ca,,146,1.757854723341439,ref_Danio_rerio_CRCL_7_filtered_Ca
target_8X72_ca,,145,1.7579530953535332,ref_Homo_sapiens_CRCL_8_filtered_Ca
target_6XZK_ca,,125,1.7579765670797196,ref_Xenopus_tropicalis_CRCL_3_filtered_Ca
target_6PGW_ca,,160,1.7580776582009932,ref_Oscarella_pearsei_CRCL_1_filtered_Ca
target_6VRO_ca,,164,1.7581448185878703,ref_Hydra_vulgaris_CRCL_3_filtered_Ca
target_6VRO_ca,,156,1.7582633070582048,ref_Hydra_vulgaris_CRCL_2_filtered_Ca
target_7JO7_ca,,165,1.7584661732106168,ref_Acropora_millepora_CRCL_1_filtered_Ca
target_6KCP_ca,,138,1.75847697270874,ref_Halisarca_caerulea_CRCL_1_filtered_Ca
target_8DHU_ca,,147,1.7585900326050024,ref_Acropora_millepora_CRCL_2_filtered_Ca
target_6VRO_ca,,153,1.758612981414137,ref_Suberites_domuncula_CRCL_2_filtered_Ca
target_6XG7_ca,,141,1.7586641846354774,ref_Homo_sapiens_CRCL_3_filtered_Ca
target_8AK3_ca,,144,1.7586971008335694,ref_Strongylocentrotus_purpuratus_CRCL_1_filtered_Ca
target_6ZUW_ca,,133,1.7587032517435746,ref_Amphimedon_queenslandica_CRCL_8_filtered_Ca
target_8OG5_ca,,139,1.7587638571509714,ref_Stylophora_pistillata_CRCL_5_filtered_Ca
target_8DIO_ca,,152,1.7587719188701805,ref_Xenopus_tropicalis_CRCL_4_filtered_Ca
target_7SH4_ca,,172,1.7588362307652248,ref_Haliclona_tubifera_CRCL_4_filtered_Ca
target_6ZW1_ca,,204,1.75885757352052,ref_Homo_sapiens_CRCL_10_filtered_Ca
target_7YB7_ca,,155,1.7588621645645814,ref_Amphimedon_queenslandica_CRCL_2_filtered_Ca
target_8AK3_ca,,162,1.758938749058289,ref_Homo_sapiens_CRCL_9_filtered_Ca
target_6KD6_ca,,160,1.758971835325873,ref_Gallus_gallus_CRCL_1_filtered_Ca
target_6KCP_ca,,140,1.758991426877708,ref_Strongylocentrotus_purpuratus_CRCL_8_filtered_Ca
target_7E1T_ca,,198,1.7590136232728062,ref_Xenopus_tropicalis_CRCL_9_all_Ca
target_6Z26_ca,,153,1.7591102931837372,ref_Homo_sapiens_CRCL_5_filtered_Ca
target_7AB8_ca,,131,1.7591814619827515,ref_Exaiptasia_pallida_CRCL_1_filtered_Ca
target_6KCP_ca,,143,1.759253158965642,ref_Hydra_vulgaris_CRCL_1_filtered_Ca
target_6XZK_ca,,116,1.7593351028161872,ref_Porites_astreoides_CRCL_1_filtered_Ca
target_7JO7_ca,,167,1.7594246473013246,ref_Beroe_ovata_CRCL_1_filtered_Ca
target_6Z26_ca,,160,1.7596369851692737,ref_Xenopus_tropicalis_CRCL_8_filtered_Ca
target_8AK3_ca,,146,1.759650804305905,ref_Strongylocentrotus_purpuratus_CRCL_4_filtered_Ca
target_7F2X_ca,,162,1.7596886468654585,ref_Homo_sapiens_CRCL_9_filtered_Ca
target_5SGM_ca,,153,1.7598110263274307,ref_Suberites_domuncula_CRCL_2_filtered_Ca
target_6PYO_ca,,159,1.759881323451432,ref_Stylophora_pistillata_CRCL_7_filtered_Ca
target_8K71_ca,,142,1.7599233959055305,ref_Gallus_gallus_CRCL_4_filtered_Ca
target_6X5Q_ca,,150,1.760363210425363,ref_Acropora_digitifera_CRCL_1_filtered_Ca
target_7OC3_ca,,164,1.7605119457294192,ref_Haliclona_tubifera_CRCL_3_filtered_Ca
target_7OXU_ca,,133,1.7605204236350356,ref_Strongylocentrotus_purpuratus_CRCL_2_filtered_Ca
target_6XG7_ca,,162,1.7605280129166463,ref_Stylophora_pistillata_CRCL_3_filtered_Ca
target_6Z26_ca,,163,1.7609124658798918,ref_Danio_rerio_CRCL_2_filtered_Ca
target_6S7X_ca,,139,1.7611382521548598,ref_Stylophora_pistillata_CRCL_5_filtered_Ca
target_8OGC_ca,,149,1.761143919731837,ref_Gallus_gallus_CRCL_3_filtered_Ca
target_7MQY_ca,,148,1.761289530228129,ref_Nematostella_vectensis_CRCL_2_filtered_Ca
target_7YBX_ca,,162,1.7613473079027089,ref_Homo_sapiens_CRCL_9_filtered_Ca
target_8K71_ca,,148,1.7614810382915782,ref_Danio_rerio_CRCL_1_filtered_Ca
target_7XHK_ca,,143,1.7615104530766916,ref_Hydra_vulgaris_CRCL_1_filtered_Ca
target_7SH4_ca,,176,1.7616071317603,ref_Danio_rerio_CRCL_10_filtered_Ca
target_8K71_ca,,148,1.7616182208454991,ref_Nematostella_vectensis_CRCL_3_filtered_Ca
target_7KP1_ca,,164,1.7616862707135523,ref_Orbicella_faveolata_CRCL_1_filtered_Ca
target_8ADD_ca,,112,1.7617335519077002,ref_Ephydatia_muelleri_CRCL_1_filtered_Ca
target_7BO6_ca,,162,1.7617746891902326,ref_Stylophora_pistillata_CRCL_3_filtered_Ca
target_8AK2_ca,,138,1.7620982675865624,ref_Hydra_vulgaris_CRCL_5_filtered_Ca
target_7WCW_ca,,138,1.762108149427781,ref_Xenopus_tropicalis_CRCL_6_filtered_Ca
target_7OC3_ca,,153,1.7621557026767631,ref_Homo_sapiens_CRCL_5_filtered_Ca
target_8DIO_ca,,147,1.762171252206445,ref_Acropora_millepora_CRCL_2_filtered_Ca
target_6PKH_ca,,165,1.7622606143165376,ref_Nematostella_vectensis_CRCL_6_filtered_Ca
target_7KP1_ca,,170,1.762401991693724,ref_Hormiphora_californensis_CRCL_1_filtered_Ca
target_8E8B_ca,,184,1.7624599634364149,ref_Pocillopora_damicornis_CRCL_1_all_Ca
target_7SH4_ca,,164,1.7624654665845167,ref_Orbicella_faveolata_CRCL_1_filtered_Ca
target_8UQB_ca,,174,1.7624793648862174,ref_Gallus_gallus_CRCL_7_all_Ca
target_6Z26_ca,,167,1.7625287607069458,ref_Beroe_ovata_CRCL_1_filtered_Ca
target_6KD6_ca,,131,1.76264534038983,ref_Exaiptasia_pallida_CRCL_1_filtered_Ca
target_7JO7_ca,,170,1.7628556890283271,ref_Xenopus_tropicalis_CRCL_7_filtered_Ca
target_6PKH_ca,,160,1.7629519986422546,ref_Homo_sapiens_CRCL_1_filtered_Ca
target_8X72_ca,,141,1.7630623908163108,ref_Homo_sapiens_CRCL_3_filtered_Ca
target_6PGW_ca,,163,1.7631041181936935,ref_Danio_rerio_CRCL_2_filtered_Ca
target_6KCP_ca,,144,1.7631521925434588,ref_Strongylocentrotus_purpuratus_CRCL_1_filtered_Ca
target_6Z26_ca,,174,1.7632241112048528,ref_Gallus_gallus_CRCL_7_all_Ca
target_8DIO_ca,,144,1.763438981118432,ref_Strongylocentrotus_purpuratus_CRCL_1_filtered_Ca
target_8OIJ_ca,,181,1.7636319643540972,ref_Halisarca_caerulea_CRCL_3_filtered_Ca
target_8E8B_ca,,181,1.7636702425999675,ref_Halisarca_caerulea_CRCL_3_filtered_Ca
target_8F1X_ca,,148,1.7637362801343988,ref_Nematostella_vectensis_CRCL_2_filtered_Ca
target_6PGW_ca,,155,1.7638165937411765,ref_Geodia_cydonium_CRCL_1_filtered_Ca
target_6PKH_ca,,156,1.7638653402371698,ref_Haliclona_tubifera_CRCL_2_filtered_Ca
target_6XG7_ca,,139,1.7639310171816518,ref_Stylophora_pistillata_CRCL_5_filtered_Ca
target_6VRO_ca,,155,1.76400101397099,ref_Geodia_cydonium_CRCL_1_filtered_Ca
target_8X72_ca,,143,1.76409217316411,ref_Hydra_vulgaris_CRCL_1_filtered_Ca
target_6ELK_ca,,180,1.7641029494879017,ref_Mnemiopsis_leidyi_CRCL_1_filtered_Ca
target_7OXU_ca,,162,1.7642144960176909,ref_Stylophora_pistillata_CRCL_3_filtered_Ca
target_6PGW_ca,,156,1.76425705954427,ref_Hydra_vulgaris_CRCL_2_filtered_Ca
target_6PYO_ca,,163,1.764341844445254,ref_Danio_rerio_CRCL_2_filtered_Ca
target_8F1X_ca,,150,1.7643578650434195,ref_Acropora_digitifera_CRCL_1_filtered_Ca
target_6S7X_ca,,138,1.7644584327044064,ref_Xenopus_tropicalis_CRCL_6_filtered_Ca
target_7MRS_ca,,139,1.7645168307482084,ref_Halisarca_caerulea_CRCL_2_filtered_Ca
target_8PBR_ca,,204,1.764737976390626,ref_Homo_sapiens_CRCL_10_filtered_Ca
target_8F1X_ca,,147,1.7649006498912054,ref_Suberites_domuncula_CRCL_1_filtered_Ca
target_7PWT_ca,,106,1.7649734262988874,ref_Lubomirskia_baicalensis_CRCL_2_filtered_Ca
target_7XHK_ca,,145,1.7651006839134264,ref_Homo_sapiens_CRCL_8_filtered_Ca
target_6PYO_ca,,161,1.7651189485567595,ref_Amphimedon_queenslandica_CRCL_5_filtered_Ca
target_7KP1_ca,,165,1.7653171775926,ref_Nematostella_vectensis_CRCL_6_filtered_Ca
target_6VNV_ca,,136,1.7653539272026528,ref_Danio_rerio_CRCL_3_filtered_Ca
target_6PKH_ca,,155,1.7653794840125911,ref_Amphimedon_queenslandica_CRCL_6_filtered_Ca
target_8DHU_ca,,154,1.76550306881371,ref_Strongylocentrotus_purpuratus_CRCL_7_filtered_Ca
target_7R5F_ca,,122,1.7655106292884502,ref_Strongylocentrotus_purpuratus_CRCL_9_filtered_Ca
target_7ZC9_ca,,165,1.7657256814961242,ref_Acropora_millepora_CRCL_1_filtered_Ca
target_6XZI_ca,,127,1.7657711281624635,ref_Gallus_gallus_CRCL_2_filtered_Ca
target_6X5Q_ca,,148,1.7658184340341987,ref_Nematostella_vectensis_CRCL_3_filtered_Ca
target_8DIO_ca,,145,1.765819578774955,ref_Danio_rerio_CRCL_8_filtered_Ca
target_6LXC_ca,,122,1.76593263238453,ref_Strongylocentrotus_purpuratus_CRCL_9_filtered_Ca
target_8DHU_ca,,152,1.76614353146413,ref_Xenopus_tropicalis_CRCL_4_filtered_Ca
target_6X5Q_ca,,152,1.766148416240285,ref_Xenopus_tropicalis_CRCL_4_filtered_Ca
target_7JO7_ca,,164,1.766206056456263,ref_Haliclona_tubifera_CRCL_3_filtered_Ca
target_6Y6E_ca,,95,1.7664426970805571,ref_Nematostella_vectensis_CRCL_1_filtered_Ca
target_7F2X_ca,,145,1.7664845016441508,ref_Danio_rerio_CRCL_8_filtered_Ca
target_7MRS_ca,,137,1.7665541722931746,ref_Nematostella_vectensis_CRCL_4_filtered_Ca
target_8AK2_ca,,141,1.7666930917792798,ref_Stylophora_pistillata_CRCL_4_filtered_Ca
target_8AK2_ca,,147,1.7667564958152862,ref_Acropora_millepora_CRCL_2_filtered_Ca
target_7MRS_ca,,139,1.7668835249482062,ref_Xenopus_tropicalis_CRCL_5_filtered_Ca
target_7YBX_ca,,140,1.7669478002559442,ref_Gallus_gallus_CRCL_5_filtered_Ca
target_8DHU_ca,,149,1.767024310691862,ref_Gallus_gallus_CRCL_3_filtered_Ca
target_7F2X_ca,,148,1.7670811140553162,ref_Danio_rerio_CRCL_1_filtered_Ca
target_7CUY_ca,,156,1.7671038062977154,ref_Hydra_vulgaris_CRCL_2_filtered_Ca
target_6PYO_ca,,167,1.7672074161849456,ref_Beroe_ovata_CRCL_1_filtered_Ca
target_6Z26_ca,,165,1.7672879906723002,ref_Danio_rerio_CRCL_9_filtered_Ca
target_6XDB_ca,,181,1.767319387200134,ref_Halisarca_caerulea_CRCL_3_filtered_Ca
target_7BO6_ca,,122,1.7676093673900517,ref_Strongylocentrotus_purpuratus_CRCL_9_filtered_Ca
target_8CIH_ca,,163,1.767643279391539,ref_Stylophora_pistillata_CRCL_1_filtered_Ca
target_7CUY_ca,,153,1.7678410507084346,ref_Suberites_domuncula_CRCL_2_filtered_Ca
target_7MQY_ca,,151,1.768011085828257,ref_Strongylocentrotus_purpuratus_CRCL_6_filtered_Ca
target_8OGC_ca,,139,1.768081663645762,ref_Halisarca_caerulea_CRCL_2_filtered_Ca
target_6XRP_ca,,112,1.7680831995516748,ref_Ephydatia_muelleri_CRCL_1_filtered_Ca
target_7YB7_ca,,160,1.7681805295805255,ref_Gallus_gallus_CRCL_1_filtered_Ca
target_7CUY_ca,,158,1.768246088566369,ref_Homo_sapiens_CRCL_4_filtered_Ca
target_6HXY_ca,,106,1.7687541557885036,ref_Lubomirskia_baicalensis_CRCL_2_filtered_Ca
target_6T2M_ca,,122,1.7689918952192925,ref_Strongylocentrotus_purpuratus_CRCL_9_filtered_Ca
target_8DIO_ca,,148,1.7691246933061695,ref_Nematostella_vectensis_CRCL_2_filtered_Ca
target_7MRS_ca,,141,1.769195183716372,ref_Stylophora_pistillata_CRCL_4_filtered_Ca
target_6PGW_ca,,158,1.7692133733941342,ref_Homo_sapiens_CRCL_4_filtered_Ca
target_6X5Q_ca,,144,1.769366195839236,ref_Strongylocentrotus_purpuratus_CRCL_1_filtered_Ca
target_6PGW_ca,,155,1.769464208064396,ref_Geodia_cydonium_CRCL_2_filtered_Ca
target_8X72_ca,,139,1.769475406286553,ref_Halisarca_caerulea_CRCL_2_filtered_Ca
target_6VFQ_ca,,160,1.7697001472379916,ref_Gallus_gallus_CRCL_1_filtered_Ca
target_7WCW_ca,,141,1.769708211317227,ref_Homo_sapiens_CRCL_3_filtered_Ca
target_7CUY_ca,,160,1.7699590570306527,ref_Amphimedon_queenslandica_CRCL_7_filtered_Ca
target_8X72_ca,,140,1.769968606658635,ref_Gallus_gallus_CRCL_5_filtered_Ca
target_7KP1_ca,,165,1.7701245827641254,ref_Mus_musculus_CRCL_1_filtered_Ca
target_8DHU_ca,,146,1.770125742830902,ref_Danio_rerio_CRCL_7_filtered_Ca
target_7WCW_ca,,139,1.770243347968425,ref_Halisarca_caerulea_CRCL_2_filtered_Ca
target_7CMR_ca,,125,1.7703544405075886,ref_Danio_rerio_CRCL_5_filtered_Ca
target_8AK3_ca,,150,1.770443000162112,ref_Acropora_digitifera_CRCL_1_filtered_Ca
target_6S7Y_ca,,131,1.7705757548939287,ref_Exaiptasia_pallida_CRCL_1_filtered_Ca
target_7BJI_ca,,147,1.7706152799536834,ref_Acropora_millepora_CRCL_2_filtered_Ca
target_6S7X_ca,,138,1.7706704016297814,ref_Halisarca_caerulea_CRCL_1_filtered_Ca
target_6KCP_ca,,134,1.77070973172151,ref_Trichoplax_adhaerens_CRCL_3_filtered_Ca
target_8OGC_ca,,138,1.7707796594364111,ref_Xenopus_tropicalis_CRCL_6_filtered_Ca
target_6JVR_ca,,125,1.7708687306922848,ref_Danio_rerio_CRCL_5_filtered_Ca
target_6KCP_ca,,136,1.770880610696351,ref_Danio_rerio_CRCL_3_filtered_Ca
target_8F1X_ca,,160,1.7709151322343994,ref_Homo_sapiens_CRCL_1_filtered_Ca
target_7F2X_ca,,147,1.7711059187599778,ref_Acropora_millepora_CRCL_2_filtered_Ca
target_8DIO_ca,,146,1.771122300981519,ref_Strongylocentrotus_purpuratus_CRCL_4_filtered_Ca
target_6XZV_ca,,125,1.771139493215251,ref_Xenopus_tropicalis_CRCL_3_filtered_Ca
target_8DHU_ca,,148,1.771173806493508,ref_Nematostella_vectensis_CRCL_3_filtered_Ca
target_8OG5_ca,,149,1.7712738314610192,ref_Stylophora_pistillata_CRCL_6_filtered_Ca
target_7VNI_ca,,174,1.7712871706874502,ref_Gallus_gallus_CRCL_7_all_Ca
target_6KD6_ca,,143,1.771293967723621,ref_Hydra_vulgaris_CRCL_1_filtered_Ca
target_6Z26_ca,,165,1.7713165846242085,ref_Acropora_millepora_CRCL_1_filtered_Ca
target_7SH4_ca,,165,1.7715678669621464,ref_Mus_musculus_CRCL_1_filtered_Ca
target_6VRO_ca,,151,1.7717070374567896,ref_Strongylocentrotus_purpuratus_CRCL_6_filtered_Ca
target_7B39_ca,,122,1.7717332686077574,ref_Strongylocentrotus_purpuratus_CRCL_9_filtered_Ca
target_7MQY_ca,,156,1.771754399042911,ref_Hydra_vulgaris_CRCL_4_filtered_Ca
target_7ZHH_ca,,88,1.771833066784364,ref_Amphimedon_queenslandica_CRCL_4_filtered_Ca
target_8OG5_ca,,138,1.7718976668950948,ref_Hydra_vulgaris_CRCL_5_filtered_Ca
target_7MRS_ca,,141,1.771915847872223,ref_Strongylocentrotus_purpuratus_CRCL_3_filtered_Ca
target_8K71_ca,,144,1.7719877658630332,ref_Strongylocentrotus_purpuratus_CRCL_1_filtered_Ca
target_7F2X_ca,,146,1.7719967908169445,ref_Strongylocentrotus_purpuratus_CRCL_4_filtered_Ca
target_7LG3_ca,,175,1.7720160904078486,ref_Trichoplax__adhaerens_CRCL_1_filtered_Ca
target_8OG5_ca,,137,1.772101823811446,ref_Nematostella_vectensis_CRCL_4_filtered_Ca
target_7AXF_ca,,125,1.7721393170665654,ref_Danio_rerio_CRCL_5_filtered_Ca
target_7MQY_ca,,155,1.7721459514735414,ref_Amphimedon_queenslandica_CRCL_2_filtered_Ca
target_6ZUW_ca,,138,1.7722815768334228,ref_Amphimedon_queenslandica_CRCL_1_filtered_Ca
target_6ELK_ca,,168,1.772295905811223,ref_Chondrosia_reniformis_CRCL_1_filtered_Ca
target_8K71_ca,,140,1.7723106195484704,ref_Gallus_gallus_CRCL_5_filtered_Ca
target_8OG5_ca,,140,1.7724667368102962,ref_Homo_sapiens_CRCL_2_filtered_Ca
target_7WCW_ca,,145,1.7725143462483035,ref_Homo_sapiens_CRCL_8_filtered_Ca
target_6YYK_ca,,138,1.772599891915604,ref_Amphimedon_queenslandica_CRCL_1_filtered_Ca
target_6ZUW_ca,,134,1.7726999096622928,ref_Trichoplax_adhaerens_CRCL_3_filtered_Ca
target_7MRS_ca,,138,1.7727485739222553,ref_Halisarca_caerulea_CRCL_1_filtered_Ca
target_7BJO_ca,,122,1.7728740531997105,ref_Strongylocentrotus_purpuratus_CRCL_9_filtered_Ca
target_6VNV_ca,,136,1.772897637002067,ref_Trichoplax_adhaerens_CRCL_2_filtered_Ca
target_7YBX_ca,,138,1.7732061098121787,ref_Xenopus_tropicalis_CRCL_6_filtered_Ca
target_7OC3_ca,,160,1.7732133913681594,ref_Amphimedon_queenslandica_CRCL_7_filtered_Ca
target_8OGC_ca,,144,1.773228380029153,ref_Amphimedon_queenslandica_CRCL_3_filtered_Ca
target_6VFQ_ca,,163,1.773384549146811,ref_Danio_rerio_CRCL_2_filtered_Ca
target_6S7X_ca,,138,1.7735506224091138,ref_Hydra_vulgaris_CRCL_5_filtered_Ca
target_7PRX_ca,,131,1.7737772956728663,ref_Xenopus_tropicalis_CRCL_2_filtered_Ca
target_7UAD_ca,,136,1.7739028609099732,ref_Danio_rerio_CRCL_4_filtered_Ca
target_6PYO_ca,,170,1.774062707357723,ref_Xenopus_tropicalis_CRCL_7_filtered_Ca
target_8HTC_ca,,122,1.7742583045524434,ref_Strongylocentrotus_purpuratus_CRCL_9_filtered_Ca
target_7WCW_ca,,143,1.774285576501574,ref_Hydra_vulgaris_CRCL_1_filtered_Ca
target_7SH4_ca,,165,1.7743156413398695,ref_Nematostella_vectensis_CRCL_6_filtered_Ca
target_7VNI_ca,,175,1.7747283295698115,ref_Stylophora_pistillata_CRCL_2_filtered_Ca
target_6KCP_ca,,136,1.774738543088279,ref_Danio_rerio_CRCL_4_filtered_Ca
target_6Z26_ca,,156,1.774929881161056,ref_Hydra_vulgaris_CRCL_4_filtered_Ca
target_6YUY_ca,,175,1.7749724669974882,ref_Trichoplax__adhaerens_CRCL_1_filtered_Ca
target_7XHK_ca,,140,1.7749912685823306,ref_Gallus_gallus_CRCL_5_filtered_Ca
target_6PYO_ca,,160,1.7750126745191357,ref_Gallus_gallus_CRCL_1_filtered_Ca
target_6XDB_ca,,181,1.775031165322437,ref_Gallus_gallus_CRCL_6_filtered_Ca
target_7KHG_ca,,147,1.7751074488588872,ref_Suberites_domuncula_CRCL_1_filtered_Ca
target_7WCW_ca,,139,1.7751086450213334,ref_Xenopus_tropicalis_CRCL_5_filtered_Ca
target_6YYK_ca,,131,1.7751432690001707,ref_Exaiptasia_pallida_CRCL_1_filtered_Ca
target_6XG7_ca,,140,1.7752987743356976,ref_Strongylocentrotus_purpuratus_CRCL_8_filtered_Ca
target_8AK2_ca,,140,1.7753528818691884,ref_Strongylocentrotus_purpuratus_CRCL_8_filtered_Ca
target_7KP1_ca,,161,1.775487239879464,ref_Amphimedon_queenslandica_CRCL_5_filtered_Ca
target_7MQY_ca,,162,1.7754927835594236,ref_Homo_sapiens_CRCL_9_filtered_Ca
target_8OGC_ca,,149,1.7757143156086468,ref_Stylophora_pistillata_CRCL_6_filtered_Ca
target_8F1X_ca,,146,1.7758307984898771,ref_Danio_rerio_CRCL_7_filtered_Ca
target_8DHH_ca,,198,1.7758529568535613,ref_Xenopus_tropicalis_CRCL_9_all_Ca
target_6XZV_ca,,116,1.775890107563206,ref_Porites_astreoides_CRCL_1_filtered_Ca
target_7D8A_ca,,112,1.7759293479729563,ref_Ephydatia_muelleri_CRCL_1_filtered_Ca
target_7JO7_ca,,179,1.776044841682887,ref_Xenopus_tropicalis_CRCL_1_filtered_Ca
target_7CMR_ca,,127,1.7761519443043827,ref_Gallus_gallus_CRCL_2_filtered_Ca
target_7OC3_ca,,160,1.7761853455930976,ref_Oscarella_pearsei_CRCL_1_filtered_Ca
target_6YYK_ca,,133,1.7762219013287095,ref_Amphimedon_queenslandica_CRCL_8_filtered_Ca
target_8DHU_ca,,144,1.7765736947890824,ref_Strongylocentrotus_purpuratus_CRCL_1_filtered_Ca
target_6PKH_ca,,158,1.7766043490080274,ref_Homo_sapiens_CRCL_4_filtered_Ca
target_7MQY_ca,,142,1.7766276017530522,ref_Gallus_gallus_CRCL_4_filtered_Ca
target_7CIU_ca,,198,1.7766518442737431,ref_Xenopus_tropicalis_CRCL_9_all_Ca
target_6PKH_ca,,148,1.7768714723605712,ref_Nematostella_vectensis_CRCL_2_filtered_Ca
target_8AK3_ca,,145,1.777199975541186,ref_Homo_sapiens_CRCL_8_filtered_Ca
target_8SKI_ca,,204,1.7772213098751075,ref_Homo_sapiens_CRCL_10_filtered_Ca
target_7MQY_ca,,148,1.7772986136033857,ref_Nematostella_vectensis_CRCL_3_filtered_Ca
target_6X5Q_ca,,146,1.777299553612873,ref_Danio_rerio_CRCL_7_filtered_Ca
